iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
GRR,2008,9,-10,1,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSP,2008,9,0,4,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,2008,9,7.5,4,William P Hobby,Houston,TX,29.64541861,-95.27888889
IAD,2008,9,-1.666666667,6,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2008,9,-3.153846154,13,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2008,9,-12,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
ILM,2008,9,-5,1,Wilmington International,Wilmington,NC,34.27061111,-77.90255556
IND,2008,9,28,1,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
JAN,2008,9,7,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2008,9,6.5,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2008,9,0,4,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2008,9,7,11,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2008,9,11.06666667,15,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,2008,9,22,10,LaGuardia,New York,NY,40.77724306,-73.87260917
MCI,2008,9,6.833333333,6,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2008,9,-2.9,10,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2008,9,0.5,2,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2008,9,16.14285714,7,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2008,9,1,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2008,9,25.14285714,7,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2008,9,-1.25,4,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MSP,2008,9,6,11,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2008,9,7.333333333,3,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2008,9,120,2,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
ONT,2008,9,173,1,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2008,9,14,16,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,2008,9,-2.5,2,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2008,9,3.2,5,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2008,9,8.615384615,13,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2008,9,5.142857143,21,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2008,9,3.375,8,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,2008,9,-10,2,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PSC,2008,9,-1,2,Tri-Cities,Pasco,WA,46.26468028,-119.1190292
PVD,2008,9,-5.5,4,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,2008,9,47,1,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RDU,2008,9,7,1,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2008,9,1.4,5,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2008,9,19,1,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2008,9,78,1,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
RSW,2008,9,-10.66666667,3,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2008,9,12.83333333,6,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2008,9,6.8,5,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SDF,2008,9,5.5,2,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2008,9,-1.875,8,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2008,9,28.65,20,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2008,9,25.28571429,7,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2008,9,4.875,8,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SNA,2008,9,-4.4,5,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2008,9,-3.526315789,19,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TLH,2008,9,7.5,2,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,2008,9,9.777777778,9,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2008,9,-2.333333333,3,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
VPS,2008,9,0,1,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254
ABQ,2009,9,-2,3,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2009,9,1,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2009,9,23.82352941,17,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2009,9,-3,3,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2009,9,29,2,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2009,9,25,1,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,2009,9,-2,1,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BNA,2009,9,-9,3,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,2009,9,-0.727272727,11,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,2009,9,-9,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BWI,2009,9,9.666666667,6,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CAK,2009,9,-5,1,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
CLE,2009,9,-7.5,2,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2009,9,-1,3,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2009,9,13,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CRP,2009,9,-10,1,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528
CVG,2009,9,-4.25,4,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2009,9,1.5,4,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2009,9,-7,1,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,2009,9,40.75,4,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2009,9,-4.25,8,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2009,9,7.9,20,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,2009,9,12.22222222,9,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2009,9,-1.25,4,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2009,9,31.27272727,11,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2009,9,-14.5,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,2009,9,-3,2,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GFK,2009,9,28,1,Grand Forks International,Grand Forks,ND,47.949255,-97.17611111
GRB,2009,9,-6,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959
GRR,2009,9,36.5,2,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
HOU,2009,9,2.2,5,William P Hobby,Houston,TX,29.64541861,-95.27888889
IAD,2009,9,9.222222222,9,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2009,9,-3.25,12,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2009,9,3,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IND,2009,9,-12.66666667,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2009,9,-4,3,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAN,2009,9,5,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2009,9,14.5,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2009,9,52,3,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2009,9,-3.111111111,9,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2009,9,1.882352941,17,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,2009,9,-2.111111111,9,LaGuardia,New York,NY,40.77724306,-73.87260917
MAF,2009,9,0,1,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,2009,9,-0.666666667,3,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2009,9,-9,4,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2009,9,-1,1,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2009,9,-5,1,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2009,9,-2.5,4,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2009,9,0,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2009,9,-1.2,5,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2009,9,2,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MOB,2009,9,-10,1,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSP,2009,9,0.615384615,13,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2009,9,33.8,5,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2009,9,0,1,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2009,9,-6.5,2,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
ONT,2009,9,6,3,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2009,9,-4.733333333,15,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,2009,9,110,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2009,9,-15.66666667,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2009,9,20,4,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2009,9,1.583333333,12,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIA,2009,9,-15,1,Greater Peoria Regional,Peoria,IL,40.66424333,-89.69330556
PIT,2009,9,-7,7,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PSC,2009,9,-8,1,Tri-Cities,Pasco,WA,46.26468028,-119.1190292
PVD,2009,9,-14,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RAP,2009,9,-18,1,Rapid City Regional,Rapid City,SD,44.04532139,-103.0573708
RDU,2009,9,2,1,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2009,9,13,2,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2009,9,-17,1,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2009,9,11.5,2,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
SAN,2009,9,2.8,5,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2009,9,22,4,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SAV,2009,9,34,1,Savannah International,Savannah,GA,32.12758333,-81.20213889
SDF,2009,9,-5.333333333,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2009,9,11.88888889,9,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2009,9,-12,3,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2009,9,1,5,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2009,9,-14.72727273,11,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2009,9,-6,3,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2009,9,-15,2,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
STL,2009,9,5.642857143,14,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,2009,9,1,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,2009,9,10,4,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2009,9,-4,2,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2009,9,-4,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYR,2009,9,-12,1,Tyler Pounds ,Tyler,TX,32.35413889,-95.40238611
ABQ,2010,9,-12.8,5,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2010,9,-1,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2010,9,6.2,10,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2010,9,-5,1,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2010,9,-17,2,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BNA,2010,9,-0.166666667,6,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,2010,9,15.63636364,11,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2010,9,4,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BUF,2010,9,0.666666667,3,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2010,9,-2.5,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2010,9,-4.625,8,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CLE,2010,9,-5.666666667,3,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2010,9,-6.181818182,11,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2010,9,-4.333333333,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CVG,2010,9,-2.5,6,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAB,2010,9,-2.5,2,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
DAL,2010,9,-3,3,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2010,9,1.666666667,3,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2010,9,-10.76923077,13,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2010,9,-9.2,20,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DLH,2010,9,-2,1,Duluth International,Duluth,MN,46.84209028,-92.19364861
DTW,2010,9,-4,15,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2010,9,-10.5,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EVV,2010,9,-6,1,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
EWR,2010,9,1.428571429,7,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2010,9,8.5,4,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GSO,2010,9,8,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
HOU,2010,9,-2.5,2,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,2010,9,-5,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
HRL,2010,9,44,1,Valley International,Harlingen,TX,26.22850611,-97.65439389
HSV,2010,9,-6,1,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944
IAD,2010,9,-13.5,2,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2010,9,0.090909091,11,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
IND,2010,9,7.6,5,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2010,9,5,1,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JFK,2010,9,20.2,5,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2010,9,-10.72727273,11,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2010,9,-10.2,15,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LGA,2010,9,0.375,8,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,2010,9,1,1,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
LIT,2010,9,-10,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
MAF,2010,9,-16,1,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,2010,9,0,1,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2010,9,-9.666666667,3,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2010,9,-6.333333333,3,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2010,9,-6.75,4,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2010,9,-2,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2010,9,-3.285714286,7,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2010,9,-11,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MSP,2010,9,-6.5,10,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2010,9,1,2,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2010,9,8.875,8,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2010,9,-15,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2010,9,-9,3,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2010,9,-3.75,4,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2010,9,-0.878787879,33,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2010,9,0,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2010,9,3.666666667,3,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2010,9,-18.66666667,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2010,9,-6.6,5,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2010,9,-3.545454545,11,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2010,9,-10.625,8,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,2010,9,36,1,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PVD,2010,9,3.428571429,7,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2010,9,-7.2,5,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RNO,2010,9,-6.666666667,3,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
ROC,2010,9,37,2,Greater Rochester Int'l,Rochester,NY,43.11886611,-77.67238389
SAN,2010,9,-1.75,4,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2010,9,-8,1,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SAV,2010,9,19,2,Savannah International,Savannah,GA,32.12758333,-81.20213889
SDF,2010,9,-15,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2010,9,3.888888889,9,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2010,9,-7.230769231,13,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SHV,2010,9,2,1,Shreveport Regional,Shreveport,LA,32.4466275,-93.82559833
SJC,2010,9,-6.333333333,3,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2010,9,-2.6,5,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2010,9,-8.6,5,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2010,9,-5,1,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SRQ,2010,9,12,1,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111
STL,2010,9,-12.4,10,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,2010,9,-10,1,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TPA,2010,9,-13,4,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2010,9,-19,1,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2010,9,-8,1,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYR,2010,9,3.5,2,Tyler Pounds ,Tyler,TX,32.35413889,-95.40238611
TYS,2010,9,-7,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
ABQ,2011,9,0.7,10,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2011,9,32.5,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2011,9,0.918918919,37,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2011,9,9.428571429,7,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
AVL,2011,9,13.5,2,Asheville Regional,Asheville,NC,35.43619444,-82.54180556
BDL,2011,9,0,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2011,9,5,2,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,2011,9,6,2,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BNA,2011,9,-10,5,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2011,9,5.333333333,3,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2011,9,-5.545454545,11,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,2011,9,-17,1,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2011,9,-4,2,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2011,9,-4.4,10,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CAE,2011,9,-12,1,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944
CAK,2011,9,-4,1,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556
CLE,2011,9,-4.125,8,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2011,9,8.8,10,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2011,9,2,3,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2011,9,-10,1,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CPR,2011,9,6,1,Natrona County Intl,Casper,WY,42.90835556,-106.4644661
CVG,2011,9,-5.909090909,11,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAB,2011,9,1,1,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
DAL,2011,9,-9,1,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2011,9,10.5,10,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2011,9,11.71428571,14,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2011,9,-3.592592593,27,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,2011,9,-0.8,15,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2011,9,-5.5,2,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2011,9,12.35294118,17,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAT,2011,9,-13.5,2,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,2011,9,8.375,8,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,2011,9,4.333333333,3,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GPT,2011,9,29,2,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
GSO,2011,9,-8,1,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,2011,9,30.33333333,3,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,2011,9,-7.4,5,William P Hobby,Houston,TX,29.64541861,-95.27888889
HRL,2011,9,-7,1,Valley International,Harlingen,TX,26.22850611,-97.65439389
IAD,2011,9,8.375,8,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2011,9,4,21,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2011,9,14,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IDA,2011,9,2,1,Idaho Falls Regional,Idaho Falls,ID,43.51455556,-112.0701667
IND,2011,9,-3.25,4,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2011,9,-7,1,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAN,2011,9,3,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2011,9,1.5,4,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2011,9,-8.142857143,7,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2011,9,1.333333333,6,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2011,9,-2.5,16,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,2011,9,-3,2,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,2011,9,-4.272727273,11,LaGuardia,New York,NY,40.77724306,-73.87260917
LGB,2011,9,-32,1,Long Beach (Daugherty ),Long Beach,CA,33.81772222,-118.1516111
MAF,2011,9,-6,2,Midland International,Midland,TX,31.94252778,-102.2019139
MCI,2011,9,0,4,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2011,9,-7.666666667,3,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2011,9,-4.666666667,3,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2011,9,-5.8,5,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2011,9,8,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2011,9,16.75,4,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2011,9,-5,1,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLB,2011,9,6,1,Melbourne International ,Melbourne,FL,28.10275,-80.64580556
MRY,2011,9,-3.5,2,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSP,2011,9,-6.727272727,11,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2011,9,-1,4,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2011,9,15,2,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2011,9,49.66666667,3,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2011,9,2.5,2,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2011,9,-7,1,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2011,9,0.675675676,37,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2011,9,2.5,2,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PBI,2011,9,85,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2011,9,-8.333333333,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHF,2011,9,22,1,Newport News/Williamsburg International,Newport News,VA,37.13189556,-76.4929875
PHL,2011,9,6.333333333,6,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2011,9,-9.235294118,17,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2011,9,29.66666667,3,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
